video_id,keyword,title,channel,published_at,description,view_count,like_count,comment_count,url
Q5DUcSlUdV8,신혼집 가전추천,"지금 결혼(이사)한다면 꼭 살 추천템&비추천템★ 혼수가전 가구 이사준비 꿀팁💯 / 결혼준비, 신혼집 꾸미기, 유용한 생활용품, 살림꿀템",스와차 stay wild child,2022-04-03,"#혼수가전 #신혼가구 #결혼준비 #이사준비 #인테리어

결혼 소식이 많이 들려오는 계절입니다 🌼 ☺️
저희의 그맘 때를 생각해보면.. 정말 행복했지만
한편으로는 머리가 너무 아팠어욬ㅋㅋㅋ 결정할 게 왜 이렇게 많아!!
어느덧 결혼생활 6년차가 된 지금!
만약 다시(?) 혼수 장만을 한다면 훨씬 순조롭겠죠~~
제 경험담이 머리 아픈 어떤 분에게는 도움이 되시길 바라며.. 총총 ❤️

#건조기 #로봇청소기 #식기세척기 #비스포크 #오브제 #이케아
-

*타임코드
00:00 시작
00:50 1. 구입 전 생각해보면 좋을 포인트 요약
03",406762,3505,220,https://www.youtube.com/watch?v=Q5DUcSlUdV8
zYa_WsqPTw8,신혼부부 요리,"고물가 뿌셔👊 2탄! 설 연휴 텅장 복구💸 시급한 신혼부부의 식비절약 집밥 (명란솥밥, 찜닭A/S, 바지락미역국)",부부요리 - 퇴근 후 집밥,2026-02-22,"안녕하세요~ 이번 주도 잘 보내셨나요?

맞벌이 퇴근 후 삶을 가볍게 만드는 부부요리 입니다 ☺️

설 연휴 저희 부부는 열심히 놀고 푹 쉬었어요~ 정신 차리고 보니 평소보다 카드 값도 훨씬 많이 나오고 텅장이 되어 있더라구요. 🤣 (￼행복했다…✨)

그래서 다시 한￼번 고물가 뿌시는 ￼식비 절약 집밥 영상 준비 했어요!! 그리고 지난번 간이 잘 안 베었다고 댓글 달아주신 찜닭 레시피를 2가지 방법으로 보완해서 다시 가져왔어요 재미있게 봐 주셨으면 좋겠습니다🤍


⏰타임라인
0:00 인트로
0:19 Day 1. 명란솥밥
3:39 D",4346,59,16,https://www.youtube.com/watch?v=zYa_WsqPTw8
AiG-nsmKcaw,신혼부부 요리,"힘든 하루 끝 특식🍲 맞벌이 신혼부부 집밥￼ | 굴솥밥, 항정살볶음우동, 버섯크림파스타",부부요리 - 퇴근 후 집밥,2025-12-13,"안녕하세요, 한주 잘 보내셨나요?
이번 주는 ￼기온이 영하로 뚝 떨어졌어요 ❄️
￼이렇게 추운 날 집에 콕 박혀서 
더 알차고 맛있게 집밥 해 먹었답니다 ㅎㅎ

신혼부부가 함께 요리한 퇴근 후 집밥 브이로그
재밌게 봐주세요 🤍￼

[타임라인]
0:00 인트로
0:12 제철 굴 솥밥
2:43 이베리코 항정살 볶음우동
5:38 ￼버섯크림파스타

[레시피]￼

￼￼￼￼🥘 굴솥밥

✅ 재료 : 굴 300g, 쌀 300g, 편마늘, 표고버섯 2개, 무 1/5
✅ 솥밥 간 : 들기름 1, 참치액젓, 멸치액젓 각 반스푼
✅ 양념장 : 대파 1/",3525,39,0,https://www.youtube.com/watch?v=AiG-nsmKcaw
FdyFy1Uy3zc,신혼부부 요리,"10만원 아꼈습니다💸 진짜 쉬운데 우리집이 맛집되는 식비절약 루틴 | 등촌샤브칼국수, 성시경수육, 냉이된장찌개",부부요리 - 퇴근 후 집밥,2026-03-02,"안녕하세요! 퇴근 후 삶을 가볍게 만드는 부부요리 입니다. 🐧🧡

요즘 외식 한 번 하기가 무섭죠? 저도 퇴근하고 너무 피곤해서 배달 앱 켰다가 가격 보고 조용히 앱을 껐습니다.

그래서 봄 제철 미나리, 냉이랑 고기로 맛집 메뉴 3종을 뚝딱 차려냈어요! 추억의 등촌 샤브샤브 칼국수, 야들야들 촉촉한 초간단 수육, 상큼한 냉이 된장찌개와 퐁신한 계란말이까지! 

우리집이 역대급 맛집이였던 이번주 영상 재미있게 봐 주세요✨

[타임라인]
0:00 인트로
0:23 Day.1 등촌샤브칼국수
3:27 Day.2 N번 해 먹은 성시경수육
7",25516,676,63,https://www.youtube.com/watch?v=FdyFy1Uy3zc
UGg_4DwLFlk,신혼부부 요리,"고물가 뿌셔👊 치킨 1마리 값으로 해결! 맞벌이 부부의 3만원 일주일 집밥 (찜닭, 짜박두부, 무치즈전￼ 등)",부부요리 - 퇴근 후 집밥,2026-01-18,"안녕하세요~ 이번 주도 잘 보내셨나요?

맞벌이 퇴근 후 삶을 가볍게 만드는 부부요리 입니다 ☺️

요즘 치킨 한 마리 배달시키면 배달비까지 거의 3만 원이죠. 그 돈이면 저희 부부가 일주일 내내 따뜻하고 풍성한 저녁을 누릴 수 있더라고요!!

물론 귀한 재료들로 요리한 건 아니지만~
평소에 해먹는 소박한 요리들로 식비도 절약 하고,
￼코스트코 가기 전 냉털도 한 영상 재밌게 봐주세요 ㅎㅎ


[타임라인]

0:00 인트로
0:18 Day.1 안동찜닭🐓
3:23 Day.2 짜박두부🌶️
6:24 Day.3 샨티샨티 냉털카레야~
8:4",28054,342,51,https://www.youtube.com/watch?v=UGg_4DwLFlk
0s33WXriFps,신혼부부 요리,퇴근 후 뚝딱🙌 초간단 솥밥 레시피 3가지 | 맞벌이 신혼부부 집밥 | 스테이크 삼치 송화버섯 ,부부요리 - 퇴근 후 집밥,2025-12-21,"안녕하세요 😀￼
이번 한 주도 잘 보내셨나요?

날이 추워져서 같지은 밥과 누룽지까지 먹을 수 있는 따끈한 솥밥 레시피 3가지를 준비해봤어요 ㅎㅎ

솥밥은 오래 걸리고 어렵다는 생각, 저도 있었는데
이번 주 평일 저녁 세 번이나 솥밥을 해 먹었는데도
전혀 귀찮지도 어렵지도 않았어요 
오히려 냄비 하나로 요리 하니까 설거지가 줄더라구요

2인분 기준 쌀은 한컵 반, 
마른불림 해 두고 씻고오면 바로 조리 시작!

쌀이 끌어 오를 때까지￼ 저어주다가
뚜껑덮고 약불 10분, 뜸 10분이면 끝나요 😀 


0:00 인트로
0:21 스테이크",2605,38,14,https://www.youtube.com/watch?v=0s33WXriFps
V15C4yuqX_A,신혼부부 요리,"“실패 없이” 저녁 고민 끝!🙌 이건 진짜 팔아도 돼요🤤 맞벌이부부의 ￼맛보장 집밥 (알쭈꾸미샤브, 순살 닭볶음탕, 술찜파스타)",부부요리 - 퇴근 후 집밥,2026-03-15,"안녕하세요, 맞벌이 부부의 퇴근후 삶을 가볍게 만드는 부부 요리 입니다 🐧🦭

아직도 퇴근길에 ”오늘 저녁 뭐 먹지!“ 고민하시나요? 

이번 주 메뉴는 진짜 밖에서 팔아도 되겠다 싶을 정도로 역대급 맛도리라 #저녁메뉴추천 이 필요 하신 분들께 도움 드릴 수 있을 것 같아요 💕 매번 식비 절약하느라 고생하는 우리 부부, ￼가끔은 이런 '맛있는 투자'가 필요하더라고요 ㅎㅎ 

제철이라 알이 꽉 찬 쭈꾸미 샤브샤브부터, 조미료 없이도 깊은 감칠맛이 폭발하는 백합술찜 파스타, 그리고 밥 두 공기 순삭하는 닭볶음탕까지! 

지금 바로 시작",7934,126,26,https://www.youtube.com/watch?v=V15C4yuqX_A
Om93lXpEfUs,신혼부부 요리,제육볶음 해먹는 일상 #집밥브이로그 #집밥 #요리로그 #cooking #신혼부부,캄보라 CalmBora,2025-08-09,,118174,559,7,https://www.youtube.com/watch?v=Om93lXpEfUs
WrXtmtQPj1Y,신혼부부 요리,부부싸움 후 남편 야식,하뉴,2024-02-17,"싸우러 갔습니다.



#요리 #집밥 #야식 #후..",18113035,286918,4243,https://www.youtube.com/watch?v=WrXtmtQPj1Y
inK-p8zcUKo,신혼부부 요리,"너무 쉬운데 맛은 기똥찬✨ 맞벌이부부 현실 집밥 (2인분 레시피👇 고등어김치찜, 냉라면 등)",부부요리 - 퇴근 후 집밥,2026-05-24,"안녕하세요, 맞벌이부부의 퇴근 후 삶을 가볍게! 부부요리입니다 🐧🧡

쉬는 날이 많았던 5월 잘 보내셨나요?
저희는 야근 폭탄 맞아서 거창한 저녁 요리는 부담스럽더라구요..😂 
그럴 때 10~20분이면 뚝딱!
해 먹을 수 있는 집밥 레시피 가져왔어요
(영상 저장! 후 아래 레시피 참고하세요 ㅎㅎ)

[타임라인]
0:00 인트로
0:19 Day.1 고등어 김치찜
4:05 Day.2 더 쉬운 ""컵""냉라면
7:11 Day.3 생연어회

#cooking #집밥 #koreanfood #집밥브이로그 #맞벌이부부 #2인가구집밥 #신혼부부집밥 #",1657,22,17,https://www.youtube.com/watch?v=inK-p8zcUKo
dgOPygpRYGw,신혼부부 요리,신혼여행 현실 feat.반신욕 #우유커플 #발리,우유커플 Milk_couple,2023-12-21,,22987363,215170,1277,https://www.youtube.com/watch?v=dgOPygpRYGw
T9Zm4_IhVO0,신혼부부 요리,맞벌이 부부를 위한 매월 1일 고기반찬 루틴🥩🍖,다다살림,2024-08-01,,2979243,48912,512,https://www.youtube.com/watch?v=T9Zm4_IhVO0
zB5vXfosh3Q,신혼부부 요리,초간단 버섯 크림 파스타 #신혼부부요리 #레시피 #집밥레시피 #집밥 #점메추 #저메추 #자취요리 #간단요리 #버섯요리 #파스타 #냉털요리 #냉털파스타 #냉털 #냉장고파먹기,임짱네,2025-06-16,,4587,38,0,https://www.youtube.com/watch?v=zB5vXfosh3Q
6nVY0thzbVc,신혼부부 요리,📍귀찮을 때 후루룩 만들어 먹는 #계란김국수,오오밥상,2025-09-07,#레시피공유 #레시피 #레시피추천 #소면레시피 #소면 #면요리 #잔치국수 #잔치국수레시피 #잔치국수만들기 #멸치국수 #계란국수 #김국수 #신혼밥상 #집밥요리 #집밥 #자취요리 #자취생요리 #자취생집밥 #신혼부부집밥 #주부요리 #아이반찬 #요리동영상 #레시피영상,2990922,24872,187,https://www.youtube.com/watch?v=6nVY0thzbVc
pTEwg5DKKao,신혼부부 요리,"남편 없는 날💃 재료 딱 2개로 혼밥하는 초간단 집밥 레시피 (김치비빔국수, 들기름미나리파스타 등)",부부요리 - 퇴근 후 집밥,2026-03-21,"안녕하세요, 맞벌이 부부의￼ 퇴근후 삶을 가볍게 만드는 부부요리 입니다 🐧🧡￼

남편이 해외 출장을 갔습니다. ✈️
자취 경력도 꽤 있어서 혼자서도 씩씩하게 잘 먹고 잘 지낼 줄 알았는데, 늘 둘이 북적이다 혼자가 되니 생각보다 어찌나 외롭고 귀찮던지요. ㅎㅎ

이번 주 내내 배달 앱의 유혹이 정말 컸지만! 꾹 참고 냉장고 속 재료들로 ￼버티며 나름의 힐링 타임을 가졌습니다. 막상 혼자 요리해 보니 매일 집밥 해 드시는 1인 가구분들 정말 존경하게 되더라고요. 🙏

재료 딱 두 가지만 있으면 충분합니다! 복잡한 거 싫어하는 맞벌이 ",3047,47,4,https://www.youtube.com/watch?v=pTEwg5DKKao
bikH1t_qCUU,신혼부부 요리,20대 주부의 집밥 모음💖 쉽고 맛있는 30가지 신혼 요리 레시피! (1-5月 vlog 압축),초이프,2024-05-12,"쓰리잡러의 요리 영상 압축.zip

안녕하세요, 초이프입니다!

집밥 모음집 영상을 만들 때는 
항상 레시피 파일을 공유드리곤 했는데요,

제가 직접 만든 파일을 도용하여
무단 복제 및 배포, 창작물 제작 등의 
금전적 이득을 취한 분들이 계셨습니다.

발견하신 구독자님들께서 알려주신 덕분에
정말 빠르게 조치를 취할 수 있었지만...
이 모든 상황이 피로로 다가오는건 어쩔 수 없네요.

솔직히 말씀드리자면 레시피 모음집 영상은
업로드하지 않는 쪽이 제 채널 운영에 더 좋아요.

저는 요리 솜씨가 아닌 학생 부부의 삶,
우리는 어떤 ",184750,0,165,https://www.youtube.com/watch?v=bikH1t_qCUU
jHGoRbfpuNQ,신혼부부 요리,[집밥log] 삼겹두부조림 | 신혼부부집밥 | 식비절약 | 저녁메뉴 | 저녁식단 | 집밥 | 7월 1주,짠돌부부log,2023-07-10,"#삼겹두부조림
밥 비벼먹기 딱 좋은 국물 자박자박한 두부조림이에요! 
제 남편은 두부조림만 있으면 밥 세공기를 뚝딱한답니다 :-) 
이번에는 냉동실에 있던 삼겹살 한 줄도 구워 올려주었어요! 꼭 삼걉살이 아니여도 냉동실에 굴러다니는 고기를 함께 곁들이면 더 맛있어진답니다 ^^ 

오늘도 행복한 저녁 되세요 🩵

* 당분간 업로드가 어려울 것 같네요 ㅠㅠ 이제 곧 아기가 나올 것 같아요..... 편집할게 산더미인데..... 진통이 시작된 것 같아요 순산하고 오겠습니다 


[이번 주 구매한 식자재 중 사용한 것]
 💸 두부  | 1,",694591,4278,0,https://www.youtube.com/watch?v=jHGoRbfpuNQ
PREzemHc53k,신혼부부 요리,2025.ver 신혼 집밥 모음!!🔥20대주부의 쉽고 빠른 33가지 레시피 공유❤️,초이프,2025-07-20,"정말 많은 분들이 기다려주신 집밥 레시피 모음!

집밥 모음집은 1년 2~3개씩 나오고 있었는데
지금보다 텀이 더 길어지거나 만들지 않을수도 있어요.

첫 번째 이유. 초이프는 신혼 vlog가 메인이다.
제 일상 중 요리하는 것은 정말 일부분인데
이렇게 모음집으로 만드니 '요리 전문 채널' 로
인식하시고 요리만 기다리는 분들이 계시더라구요.

기다려주시는 건 너무나 감사한 일이지만
제가 추구하는 채널 방향과 맞지 않다고 생각합니다.
굳이 모음집이 아니더라도 매주 주말 영상에 
저희 집밥은 항상 나오고 있으니까요 ☺️

두 번째 이유",140549,0,249,https://www.youtube.com/watch?v=PREzemHc53k
PRqR-bsZwrw,신혼부부 요리,이거 먹으러 이제 멀리갈 필요 없습니다.,자취요리신 simple cooking,2023-05-14,,3846550,57931,296,https://www.youtube.com/watch?v=PRqR-bsZwrw
XB6dtU61iok,새댁 광파오븐,"박새댁vlog🎬 | 첫 홈베이킹 도전! 광파오븐으로 마들렌 만들기+일리커피머신,홈카페 브이로그",박새댁,2019-09-24,#홈베이킹 #마들렌만들기 #홈카페,3602,15,5,https://www.youtube.com/watch?v=XB6dtU61iok
veAZ5Z-6Uj8,새댁 광파오븐,머쉬멜로우 광파 오븐에 구워봤더니,거지당 교환화폐(스토리머니),2020-02-29,#위즈웰 #머쉬멜로우 #광파오븐,122,1,0,https://www.youtube.com/watch?v=veAZ5Z-6Uj8
OUuVXPPWyVM,새댁 광파오븐,광파오븐으로 만드는 얼그레이 마들렌,파인,2020-04-23,"커피와 함께 하면 더 좋은 얼그레이 만들기


출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100238
아티스트: http://incompetech.com/",2976,11,1,https://www.youtube.com/watch?v=OUuVXPPWyVM
22GkiBsBCCU,새댁 광파오븐,초보새댁의 똑똑한 오븐이용법,우나에오,2020-01-03,오븐은 좋은데....,3297,10,5,https://www.youtube.com/watch?v=22GkiBsBCCU
u-g87ADSDv8,새댁 광파오븐,광파 오븐으로 프랑스 빵 만들기,solutus,2020-07-07,"http://solutus.tistory.com/
광파 오븐으로 프랑스 빵 만들기
2020. 7. 7.",1899,13,4,https://www.youtube.com/watch?v=u-g87ADSDv8
rQk6cEnp4Gk,새댁 광파오븐,최애 치킨인 고추바사삭#주방꿀템,오인스 saedek_oins,2024-07-29,,5204981,153153,819,https://www.youtube.com/watch?v=rQk6cEnp4Gk
o7UOCooyExo,새댁 광파오븐,NO버터스콘! LG광파오븐 홈베이킹 #생크림스콘 만들기,오늘_today,2019-05-03,"안녕하세요 :- )
버터없이 생크림으로 간단히 만들어본 스콘입니다

#재료

중력분(다목적용) 200g
소금 1g
베이킹파우더 5g
설탕 30g
생크림 200ml

오븐- LG광파오븐 / 200도예열 20분구움



구독과 좋아요는 큰 힘이됩니다!",4746,45,3,https://www.youtube.com/watch?v=o7UOCooyExo
-csHC_V5Pmk,새댁 광파오븐,집에서 하는 제누아즈 일일 쿠킹 클래스(feat. 광파오븐),solutus,2020-09-30,"http://solutus.tistory.com/
집에서 하는 제누아즈(케이크 시트) 일일 쿠킹 클래스(feat. 광파오븐)",163,2,0,https://www.youtube.com/watch?v=-csHC_V5Pmk
HtlSSlXeBN0,새댁 광파오븐,오늘의 베샵일기 – LG 디오스 오브제컬렉션 광파오븐 편,LG전자 베스트샵,2023-09-20,"결혼 후 처음 맞이하는 명절,
예쁨 받는 새댁이 될 비장의 무기는
바로 LG 디오스 오브제컬렉션 광파오븐!😉
⠀
찜, 구이 등 어떤 요리도 가능한
9가지 기능을 활용하면
올 추석 상차림 전~혀 걱정 없어🧑‍🍳
⠀
올 추석엔 요알못인 나도
광파오븐 덕분에 야무진 새댁 예약!🥰
______________________
⠀
[LG 디오스 오브제컬렉션 광파오븐 포인트🍽️]
⠀
1️⃣9가지 기능이 있으니 어떤 요리도 OK!
⠀⠀생선구이도, 갈비찜도 뚝딱 완성이야~
⠀
2️⃣LG ThinQ 앱으로 레시피 검색하면
⠀⠀식재료, 조리법까지 확인할",539,7,0,https://www.youtube.com/watch?v=HtlSSlXeBN0
SHLs4ekzd3g,새댁 광파오븐,당근 케이크 만들기/광파오븐 베이킹/미니오븐 베이킹 [에리얼 ariel],에리얼 ariel,2020-12-16,"150초만에 다 보는 당근 케이크 만들기♡

오타: 텍스트 입력 → 당근 150g과 피칸, 호두 한 줌 정도

※'HADA at HOME하다앳홈'님 레시피입니다※
https://youtu.be/Odj0eQXNuDM",185,2,2,https://www.youtube.com/watch?v=SHLs4ekzd3g
92yhYaZjaWg,새댁 광파오븐,광파오븐을 이용해서 호박고구마로 맛있는 군고구마로 만들어 보았어요~,돼지각시,2019-10-15,"안녕하세요~ 돼지각시에요.
날씨가 쌀쌀해지니 따끈따끈한 군고구마가 생각나네요
오늘은 집에서도 맛있는 군고구마를 만들 수 있는 방법을 가지고 왔어요
여러분들도 한번 도전해보세용~~",21187,172,32,https://www.youtube.com/watch?v=92yhYaZjaWg
90JW4bXE-54,새댁 광파오븐,광파오븐 스타일링,유주lee,2017-09-07,,701,7,0,https://www.youtube.com/watch?v=90JW4bXE-54
Nsvg3KNYK4Q,새댁 광파오븐,[경주댁 오누나] 광파오븐 l 초간단 멘보샤 l 파는 것보다 맛있는 칠리소스 만들기,Ohnuna경주댁오누나,2019-07-29,"#경주댁오누나 #멘보샤만들기 #칠리소스만들기 #광파오븐요리 #광파오븐멘보샤 #파는것보다맛있는칠리소스만들기

멘보사 6개 만드는 기준입니다.

**재료
식빵,새우(8개),후추,소금

**칠리소스재료
다진마늘1T, 설탕2T, 식초1T, 케찹3T, 굴소스1T

집에서 한번 해보셔요:)",3901,0,3,https://www.youtube.com/watch?v=Nsvg3KNYK4Q
AvWWGTYfryw,새댁 광파오븐,광파 오븐  커피 로스팅(turbo oven coffee roaster),clearair,2020-03-08,광파 오븐  커피 로스팅(turbo oven coffee roaster),812,9,0,https://www.youtube.com/watch?v=AvWWGTYfryw
D6V_V-QKp2w,새댁 광파오븐,#바스크치즈케이크 #치즈케이크 #홈베이킹 #가정용오븐 #엘지디오스광파오븐,봄가루,2020-06-28,"오늘은 바스크치즈케이크를 만들어봤어요!

저번에 베이지베이킹님의 바스크치즈케이크 영상을 보고 비쥬얼심쿵을 당해서 베이킹 욕구가 뿜뿜했답니다!!
재료와 레시피는 베이지베이킹님의 영상을 보면서 공부했구요~😎
https://youtu.be/D9yuSBFPZX0

만들기도 너무 쉽고 비쥬얼은 물론 맛도 정만 찐한 치즈케이크라서 강츄입니다!♡


🧀재료
크림치즈 220g
설탕 40g
옥수수전분가루 5g
계란 1알
바닐라에센스 약간
생크림 60g

🧀오븐온도
엘지디오스광파오븐
예열없이 220도 25분

오늘도 보러와주셔서 감사합니다!
좋아요🧀",1351,12,4,https://www.youtube.com/watch?v=D6V_V-QKp2w
SGwYWHvVmaM,새댁 광파오븐,"신세경님 따라서 파르미지아나 만들기, 집순이의 광파오븐요리",파인,2019-11-19,#파르미지아나 #집순이 #집밥,504,4,0,https://www.youtube.com/watch?v=SGwYWHvVmaM
mobusW_m_3Y,새댁 광파오븐,한경희 광파오븐,Nami Kim,2018-12-18,집에서 나가기 싫을 때 간식과 함께라면~~,459,1,0,https://www.youtube.com/watch?v=mobusW_m_3Y
dVnwCRCtgvI,새댁 광파오븐,대파치즈스콘 /너무쉬운 스콘만들기 /광파오븐 스콘만들기 /green onion scones recipe/홈베이킹,서울여자 ,2020-11-15,"안녕하세요. 
제가 처음 도전해보는 스콘을 만들어보려고 하는데요. 
스콘 중에도 유명한 #대파치즈스콘 인데, 그리 어렵지 않더라구요. 
집에 있는 재료로 만드는 대파치즈스콘으로 한끼를 든든하게 해결해보세요.
8년된 LG광파오븐을 이용해서 180도 20-25분구워서 만들었습니다 

#대파스콘 #대파치즈스콘 #홈베이킹

#대파치즈스콘재료  주먹만한크기 3개분량  -- 취향대로 조절해 보셔도 되요. 
박력분 150 
베이킹파우더 7.5 
소금 2
설탕 30
버터 75
대파 (취향대로)
치즈 1.5-2 장 
생크림 25
우유 40 



",1032,12,3,https://www.youtube.com/watch?v=dVnwCRCtgvI
XqiP-5mrCPU,새댁 광파오븐,"호박파이, 아몬드 쿠키 만들기 디오스 광파오븐 클래스",희재맘희재꼬 l 엘리감성로그,2012-07-03,"호박파이, 아몬드 쿠키 만들기 디오스 광파오븐 클래스",3372,4,0,https://www.youtube.com/watch?v=XqiP-5mrCPU
h8kcNZTSmTY,커플요리 오븐,칭찬 받는 BEST 홈파티 메뉴 6가지 w.브레빌 오븐 | 인생 첫 친정엄마&남편 생일상 차리기 | K장녀의 이야기,나타샤블루 Natashablue,2025-05-21,"인생 처음으로 만들어 본 친정엄마&남편 생일상.
한식 말고, 조금 특별한 상차림 구성을 해봤는데,
양식에 익숙하지 않은 어른들도 좋아할만하다는 친정 아빠의 칭찬을 들었습니다.❤️

이번 홈파티는 브레빌의 신제품 스마트 오븐 에어프라이어XL와 함께 준비해봤는데요.
네이버 공식 스토어나 입점 백화점에서 만나보실 수 있어요.

https://brand.naver.com/breville/products/11635797503

#홈파티 #집들이 #살림브이로그 #집들이음식 #홈파티요리

👩🏻‍🍳영상 속 레시피

📍베이비백립
-등갈비 1.5Kg",21894,491,86,https://www.youtube.com/watch?v=h8kcNZTSmTY
lKoeEYCOHeM,커플요리 오븐,집에 파스타면이 있다면 꼭 보세요,자취요리신 simple cooking,2024-05-15,,8241104,279177,1272,https://www.youtube.com/watch?v=lKoeEYCOHeM
PvATWvz4OWY,커플요리 오븐,불쓸 필요없는 초간단 파스타!! #한그릇요리 #손님초대요리 #집들이음식추천 #초간단요리 #자취요리 #EasyDinnerIdeas #LunchIdeas #저녁메뉴추천 #홈파티음식,푸디젠 Foodie Jen,2024-10-18,,2748778,48171,536,https://www.youtube.com/watch?v=PvATWvz4OWY
KbENwfUCIw4,커플요리 오븐,"손 많이 안 가는데, 티는 많이 나요😋",봄홈카페,2025-05-21,"#치즈볼 #스프레드 #크림치즈 #크림치즈레시피 #건강한레시피 #간단레시피 #간단요리 #고급간식 #파티음식 #홈파티요리 #홈파티음식 #홈파티메뉴 #홈파티 #와인안주 
#healthysnacks  #cheeseballrecipe  #CreamCheeseSnack #nobakerecipes   
#homecafe #partyappetizers  #winepairing  #snackplatter",723203,5194,68,https://www.youtube.com/watch?v=KbENwfUCIw4
FIpTDuzd8Po,커플요리 오븐,🔥700만뷰🔥 전세계에서 가장 맛있는 연어 레시피,나니까 NANNIKA,2024-12-09,"✨크림치즈 연어 파스타✨
연어 400g
소금 후추 살짝 
샬롯 한개 혹은 양파 반개 
마늘 7쪽 
버터 한쪽 
오르조 1컵 (200g) 
물 2컵 (400g) 
크림치즈 2T 
토마토 페이스 1T
시금치 반단 
치킨스톡 1T 
레몬 1개 

- 연어 400g은 먹기 좋은 크기로 잘라 소금후추 밑간을 하고 달궈진 팬에 겉면이 노릇해질 정도로만 익혀줍니다 (오버쿡 되면 맛없으니까 정말 2분 정도 빠르게 구워주고 빼주세요) 
- 연어는 꺼내 사이드에 보관해주세요 
- 샬롯이나 양파는 다져 준비하고 마늘도 다져줍니다 
- 연어 굽던 팬에 ",1691507,41491,238,https://www.youtube.com/watch?v=FIpTDuzd8Po
Lk5PAQMc1z8,커플요리 오븐,연말 홈파티 메뉴 에그인헬 추천🎄,델리 테이블 Deli Table,2024-12-10,"에그인헬🍅🥚

연말 홈파티 메뉴로 추천드리는 에그인헬
아랍어와 터키어로는 샥슈카라고도 불리우는 
에그인헬은 말 그대로 ‘지옥에 빠진 달걀’이랍니다.🙂

토마토 소스에 달걀이 들어 있어
한 끼 식사로도 좋답니다.
바게트나 식빵을 곁들여 먹어도 맛있어요.
남은 소스는 파스타면 삶아 섞어드셔도 됩니다.
에그인헬 맛있게 만들어 드세요.💛

✅ 재료

달걀 3개
토마토소스 300ml
물 50ml
양파 1/2개
양송이버섯 3개
빨강 파프리카 1/3개
베이컨 3줄
모짜렐라 치즈 1/2컵
다진 마늘 1T
올리브유 2T
소금 한 꼬집
후추 약간
파",26720,400,6,https://www.youtube.com/watch?v=Lk5PAQMc1z8
--M5pz8iDwU,커플요리 오븐,⭐️50만뷰⭐물개박수 받는 집들이요리4,간단한끼 요오리,2025-08-27,,965897,14542,173,https://www.youtube.com/watch?v=--M5pz8iDwU
L7_lN6MzWwc,커플요리 오븐,"📍15분만에 뚝딱 만드는 맛있는 오므라이스, 소스도 간단하게!",골든 글로우  Golden glow ,2025-03-19,"냉장고에 재료가 별로 없을 때
만만한게 볶음밥이잖아요.☺️

그 중에서도 오늘은 아이들도 정말 
좋아하는 오므라이스를 만들어 봤어요.

재료가 많으면 써는 것도 귀찮아서
딱 3가지만 넣어서 원팬으로 만들었어요.

소스도 간단하고 쉬우니 꼭 만들어보세요^^


( 오므라이스 만들기 )


✅레시피 재료

밥 1공기
양파 1/2개
베이컨 3줄
계란 3개


✅양념소스

돈까스 소스 3큰술
케첩 2큰술 
물 5큰술


​✅밥 양념

간장 1
맛술 1
케첩 2
후추


---------------------------------------",1779066,37152,207,https://www.youtube.com/watch?v=L7_lN6MzWwc
-gvKkKkRbfc,커플요리 오븐,비쥬얼 최고 홈파티 음식! Best Date Night Idea at Home #steak_cooking #mukbang #미국주부 #미국일상 #dinnerideas #스테이크,푸디젠 Foodie Jen,2024-03-08,"스테이크 잘굽는법!

1. 꼭!!! 굽기 최소 30분전에 고기를 냉장고에서 꺼내 실온에 두고 룸 온도와 비슷해지도록 해주세요. 일관된 온도로 조리되어 외부만 과도하게 익히는것을 방지해줘요. 차가운 스테이크로 요리하면 익기전에 육즙부터 빠져요.

2. 키친타올로 수분 및 핏물 제거해주세요. 핏물이 없어야 노릇노릇 색깔이 잘 나고 스테이크 감칠맛이 올라가요.

3. 고기의 양쪽, 옆면까지 소금,후추로 많다 싶을정도로 넉넉히 간 하고(어자피 구우면서 많이 떨어져나가요) 요리유 양면에 발라주세요.

4. 코팅 잘된 팬에(안되어있으면 기름 ",2356578,29543,646,https://www.youtube.com/watch?v=-gvKkKkRbfc
mXdTfzqlxOA,커플요리 오븐,🎉 평생 써먹는 집들이메뉴 3가지,사라주뷰,2025-08-23,,319033,2162,12,https://www.youtube.com/watch?v=mXdTfzqlxOA
3-SjcmgxhiM,커플요리 오븐,귀여움 주의!!!! 단 5가지 재료🧈 초간단 식빵 버터쿠키,지현쿡,2024-10-23,,1721849,42510,74,https://www.youtube.com/watch?v=3-SjcmgxhiM
JJnnYszfMTo,커플요리 오븐,카다이프면까지 직접 만든 두바이초콜릿 1탄 #shorts,우유커플 Milk_couple,2024-08-13,,609563,13175,88,https://www.youtube.com/watch?v=JJnnYszfMTo
