도서명,저자,출판사,발행일,정가,판매가,리뷰 수,페이지 수,도서 소개,상품ID
무엇이 1등 팀을 만드는가?,애디 오스마니,한빛미디어,20241205,26000.0,23400,0,,"오늘날 엔지니어링 팀을 탁월하게 이끌기 위해서는 기술적 전문성만으로는 부족합니다. 빠르게 변화하는 개발 환경과 복잡한 조직 문화 속에서 리더십과 체계적인 관리는 현대 리더의 핵심 역량이 되었습니다. 이 책은 구글 엔지니어링 리더가 10년 이상 현장에서 직접 얻은 리더십의 정수를 담고 있습니다. 실제 엔지니어링 조직이 마주하는 도전 과제들에 대한 구체적인 솔루션부터 혁신 문화 조성 방법, 효과적인 의사소통 전략, 바로 실무에 적용 가능한 성과 프레임워크까지 다룹니다. 처음 리더가 된 엔지니어부터 더 큰 도약을 준비하는 경험 많은 리더까지, 모든 엔지니어링 리더가 성장에 필요한 통찰과 지혜를 얻게 될 것입니다. 이 책을 통해 한 발자국 더 앞서가는 리더로 거듭나길 바랍니다.",S000214882947
N잡러를 위한 전자책 만들기 with 퍼스널 브랜딩,흑상어쌤,한빛미디어,20241206,22000.0,19800,0,,"전자책은 N잡러를 꿈꾸는 사람들이 자신만의 이야기로 퍼스널 브랜딩을 구축할 수 있는 최고의 수단이다. 초기 비용 없이 노트북, 데스크톱 또는 태블릿만으로 언제 어디서나 시작할 수 있으며 한글, 워드와 같은 기본 툴만 다룰 줄 알면 충분하다. 전자책은 한번 만들어 놓으면 지속적으로 수익이 발생한다는 장점도 있다. 콘텐츠를 계속해서 업로드해야 하는 부담이나 재고 관리 같은 번거로움도 생략된다. 주제는 쉽고 가벼운 소재부터 전문적인 정보까지 그야말로 무궁무진하다. 자신이 가장 잘 아는 내용을 담아 전자책을 만들면 전문가로 성장할 수 있고, 이후에는 출간, 강연, 강의 등 여러 기회의 문이 열린다. 이 책은 전자책 기획부터 집필, 디자인, 펀딩, 마케팅까지 전자책 제작에 관한 모든 것을 담은 실전 활용서이다. 나만의 이야기를 전자책으로 만들어서 업을 확장하고 그것이 수익으로 이어지는 로드맵을 명쾌하게 제시한다. 모든 과정을 초보자의 눈높이에 맞춰 꼼꼼히 설명하기에 누구나 쉽게 따라 할 수 있다. 전자책에 대해 아무것도 모르고 읽기 시작해도 누구나 자신의 이름으로 전자책을 쓰고 펀딩에 성공할 수 있을 것이다. 특히 이 책에서 만나게 될 23가지 ‘액션 메시지’는 독자들이 당장의 실행으로 자신이 원하는 목적지에 이를 수 있도록 도와준다. 수입과 인지도는 이 책의 목적이 아니라 자연스럽게 따라오는 결과물이 되어줄 것이다. 이 책을 읽으며 자신의 지식과 경험으로 전자책을 만들어 추가적인 수익을 창출하고, 퍼스널 브랜딩을 구축하여 변화하는 삶을 경험해보자.",S000214869869
제가 좀 팝니다,진민우,길벗,20241118,20000.0,18000,0,,"이커머스에서 살아남기 위해서는 반드시 팔리는 환경을 이해하고, 그에 맞는 전략을 세워야 합니다. 팔리는 환경이란 고객이 제품을 접하고, 구매하고, 만족을 얻는 모든 환경을 말합니다. 한 번 배우면 평생 써먹을 수 있는 이커머스 매출 상승 전략을 제시합니다. 지금 매출에 '0'을 하나 더 붙이기 위해 꼭 필요한 이커머스 기초 체력이 부족하다면 곧 망할 예정입니다. 우리의 고객이 SNS에서 물건을 사고 파는 이유와 잘 파는 방법을 소개합니다.",S000214767877
코파일럿이 온다,커넥팅랩 외,포르체,20240918,21000.0,18900,0,,"챗GPT가 쏘아 올린 AI 혁명은 비즈니스를 빠르게 혁신하고 있다. 사용자의 질문에 간단한 정보를 짧게 답변하던 AI 서비스들은 사람의 작업을 실시간으로 지원할 뿐만 아니라 주도적으로 임무를 해결하는 AI 2.0으로 진화했다. 앞으로 다가올 AI 2.0 시대에는 AI를 효과적으로 활용하는 능력이 필수 역량이 될 것이 분명하다. 《코파일럿이 온다》는 AI 2.0 시대에 대비하고 살아남으려는 비즈니스맨을 위한 책으로 AI가 업무에 어떤 방식으로 활용되고 있으며, 앞으로 내 분야에서 AI를 어떻게 활용할 수 있을지 예측하고 설계하는 것이 가능하다. 이 책은 각 분야의 실무에서 활약하는 전문가들이 단순한 AI 기술 소개를 넘어 AI가 비즈니스의 한계를 어떻게 확장하고 있는지, 그리고 이러한 변화가 HR, 회계, 커머스, 마케팅 등 각 분야의 실무에 어떤 실질적인 영향을 미치고 있는지 깊이 있게 다룬다. AI는 앞으로 모든 분야에서 인간을 도와 더 효율적이고 효과적인 비즈니스를 만들어 갈 것이다. 인공지능이 만들어 갈 새로운 비즈니스의 미래에 빠르게 적응하고 싶다면, 다른 어떤 AI 관련 책보다도 많은 인사이트를 제공하는 《코파일럿이 온다》로 지금 바로 대비하자.",S000214263243
개발자 원칙(확장판),박성철 외,골든래빗(주),20240901,24000.0,21600,0,,"2022년 연말을 강타한 베스트셀러 《개발자 원칙》이 확장판으로 더 강력해져 돌아왔습니다. “나도 테크 리더가 될 수 있을까? 어떻게 선배 개발자들처럼 성장할 수 있을까? 3년 10년 후에도 개발자로 살아갈 수 있을까? 팀워크는 도대체 어떻게 맞춰야 하는 걸까?” 개발자로 살아가면서 하루에도 천 번을 되묻는 물음에 컬리, 레몬트리, 카카오, 코드스쿼드, 당근마켓, 몰로코, 데이블, 인프런, 패스트캠퍼스 전현직 테크 리더 9명이 답합니다. 지금까지 만나 볼 수 없었던 생존과 성장의 원칙에서 자신만의 해답을 찾아보세요. ★ 확장판은 이렇게 달라졌습니다 확장판에 ‘좋은 프로그래머’에 대한 선배의 고찰을 담은 인터뷰를, 그리고 ‘2년간 벌어진 저마다의 이야기’를 추가했습니다. 추가된 인터뷰 공통 질문은 다음과 같습니다. Q. 개발자란, 좋은 개발자(좋은 개발 조직)란 무엇일까요? Q. 개발자가 되어서 언제가 가장 즐거웠나요? Q. 이 일을 계속하게 되는 원동력이나 에너지는 어디에서 얻나요? 오랜만에 보고 싶은 친구를 만난 기분으로, 확장판을 만나보시길 빕니다.",S000214054310
현장에서 바로 활용할 수 있는 IT 컨설팅 가이드,이정훈,렛츠북,20240726,23000.0,20700,0,,"IT 컨설팅 프로젝트는 광범위하고 복잡하여 어렵고 힘이 드는 작업입니다. 기업·기관의 고유 이슈와 문제에 대해 많은 양의 정보와 다양한 이해관계자들을 대상으로 기업·기관이 만족할 만한 해결 방안을 제시해야 하기 때문입니다. 이를 위해 IT 컨설턴트들은 야근과 주말근무를 하면서 많은 시간과 노력을 투입하기도 합니다. 때로는 상황이 너무 힘들어서 좌절하기도 하고 자신의 무능력함을 슬퍼하기도 합니다. 하지만 지속적인 고민과 노력으로 의미 있는 성과를 만들어 해결 방안을 제시했을 때 고객이 좋아하는 모습을 보게 되거나 고객으로부터 “수고하셨습니다”라는 따듯한 말을 들으면 그동안 고생했던 모습과 힘듦은 사라지고 또 다른 힘을 얻게 됩니다. 그리고 어느새 다른 요구사항과 문제, 이슈에 귀 기울이며 머릿속에서는 ‘어떻게 풀어나가야 하지?’라고 생각하고 손으로는 인터넷으로 자료를 찾고 있는 자신을 발견하게 됩니다. 이 책이 IT 컨설팅 분야 입문자와 입문을 준비하시는 분들에게 IT 컨설팅 현장에서 바로 활용할 수 있는 수준으로 실질적인 도움과 가이드 역할을 제시해 줄 수 있기를 기대해 봅니다. 그리고 현재 IT 컨설팅 분야에서 개별 영역에 한정하여 일하고 있지만 다른 영역의 IT 컨설턴트들이 어떻게 일하고 있는지 궁금하거나 도움이 필요하신 분들, IT 엔지니어지만 때때로 IT 컨설팅에 참여하시는 분들에게 어떻게 IT 컨설팅 업무를 풀어내야 할지에 대해 조금이라도 도움이 되었으면 합니다.",S000213919824
된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터,이지스퍼블리싱,20240729,17200.0,15480,0,,"챗GPT 입문 바이블 《된다! 하루 만에 끝내는 챗GPT 활용법》이 2024년 GPT-4o로 최신 업데이트된 내용을 반영하여 전면 개정 2판으로 돌아왔습니다. 이 책은 용어조차 생소할 초보자를 위해 인공지능에 대한 개념 설명과 챗GPT 가입 방법부터 시작합니다. 이어서 실무에 활용할 프롬프트 작성 예제와 저작권 이슈, 챗GPT가 먹통일 때 해결 방법 등 많은 분들이 챗GPT를 사용할 때 궁금해할 만한 내용을 Q & A 형식으로 꼼꼼하게 다룹니다. 챗GPT로 이미지를 만드는 방법은 물론 코파일럿 디자이너와 미드저니로 이미지를 생성하는 방법도 담았습니다. 또한 구글의 제미나이, 마이크로스프트의 코파일럿, 영상을 만들어 주는 AI인 소라(Sora) 소개도 빼놓지 않았습니다. 아울러 GPT로 챗봇 만드는 방법을 소개하고 프롬프트 엔지니어링 패턴 11가지를 정리해 두었으니 저자의 노하우와 질문하는 요령을 배워 차원이 다른 답변을 받아 보세요! 초보자에게는 챗GPT에 관한 이해를 높이는 입문서가 되고, 실무자에게는 챗GPT를 본격적으로 활용할 수 있는 계발서가 될 것이며, 성장을 꿈꾸는 모든 사람에게는 자신의 능력을 일깨워 주는 자기계발서가 될 것입니다. 인공지능 전문 유튜버 ‘프롬프트 크리에이터’에게 배우면 챗GPT를 하루 만에 익힐 수 있습니다! 이 책을 통해 GPT-4o 업데이트로 차원이 달라진 챗GPT를 만나 보세요! ㆍ 이후 챗GPT의 최신 업데이트와 변화된 상황은 저자의 유튜브 채널에서 확인하세요!",S000213900214
읽고 쓰고 소유하다,크리스 딕슨,어크로스,20240722,22000.0,19800,0,,"오늘날 현대인은 대부분의 시간을 구글, 애플, 메타 같은 빅테크 기업이 운영하는 네트워크상에서 보낸다. 덕분에 누구나 쉽게 콘텐츠를 읽고 작성하고 게시하는, ‘읽기-쓰기’가 자유로운 인터넷의 시대가 열렸다. 하지만 이들 플랫폼 기업이 사용자에게 절대 넘겨주지 않는 한 가지가 바로 ‘소유권’이다. 사용자는 인터넷상에서 무수한 데이터를 생산해내지만, 그로 인한 수익은 철저히 소수의 기업이 독점한다. 실제 세상에서는 무엇을 만들든 만든 사람이 소유권을 지니게 되는데, 왜 디지털 세상에서의 소유권 만큼은 예외일까? 세계적 벤처캐피털 a16z의 파트너이자 IT 산업의 최전선에서 미래 기술에 투자하는 크리스 딕슨은 ‘블록체인’이 이러한 모순을 해결할 유일한 기술이라고 강조하며, 다가올 ‘읽기-쓰기-소유하기 시대’에는 어떻게 인터넷과 플랫폼의 질서가 재편될지 전망한다. 디지털 권력이 이동하는 시점에서 인터넷의 미래를 궁금해하는 이들에게 필요한 모든 답이 이 책에 있다.",S000213834625
나만의 GPTs 앱으로 생산성 10배 늘리기,10X AI Club 용혜림,루비페이퍼,20240603,20000.0,18000,0,,"이메일 응대, 문서 작성, 데이터 취합 등 하루에 8시간 넘게 일하면서 단순 작업을 그때그때 반복하고 있다면, 이제 자신이 일하는 방식을 스스로 돌아볼 때이다. GPTs는 개인이 직접 만든 챗봇을 다른 사람들과도 공유할 수 있는 일종의 생성 AI 앱이다. 기존의 ChatGPT는 원하는 답변을 얻기 위해 질문하고 요청하는 작업에 그쳤지만, GPTs 앱을 만들면 내 업무에 최적화된 작업을 자동으로 처리할 수 있게 된다. 특히 프로그래밍을 몰라도 효율적인 자동화 시스템을 구축할 수 있다. 이 책에서는 업무 자동화 파이프라인 도구 Zapier를 GPTs와 연동하여 이메일, 문서, 달력, 메신저 작업을 하나의 업무 흐름으로 만드는 방법을 실습해본다. 이 모든 작업을 코딩 없이 자연어 프롬프트만으로도 인공지능 챗봇을 만들 수 있다. 직장인이라면 누구나 할 만한 작업을 대상으로 실습 과정을 거치다 보면 생성 AI 모델의 원리를 이해하고 직접 GPTs 앱을 만들 수 있게 된다. 또한 SerpAPI를 이용하면 검색 엔진을 GPTs와 연동하여 내가 원하는 검색 엔진에서 콘텐츠를 자동으로 검색, 취합해서 원하는 콘텐츠를 만들고 데이터를 분석할 수 있는 앱도 쉽게 만들 수 있다.",S000213495686
BPMN DMN User Guide,김연홍,아이티포럼,20240601,32000.0,28800,0,,"필자는 2009년 BPMN의 존재를 처음 알았고, BPMN의 보급과 활성화를 위해서 2010년 12월 “BPMN 2.0 - 비즈니스 프로세스 모델링 입문” 서적을 국내에서 최초로 번역 출판을 하였습니다. 그러나 해당 서적은 기대와 달리 시장에서 반응이 좋지 않았으며, 어쩔 수 없이 국내 최초의 한글화된 BPMN 서적이라는 의미만을 남기고 해당 서적 은 단종되었습니다. 물론 해당 서적이 초기 번역본이라 구성과 완성도에서 부족한 부분이 적지 는 않았습니다. 서적에 대한 반응은 좋지 않았지만 그 이후에도 필자는 강의와 프로젝트에서 BPMN을 적극적으로 사용했으며, 언제나 기대 이상의 효율성과 구성원들의 긍정적인 평가를 얻을 수 있었습니다. 이번에 출간하는 “BPMN & DMN User Guide”는 제가 BPMN을 인지하고 공부하기 시작한 지 15년만에 집필한 서적이며, 번역본이 아닌 순수 집필 서적입니다. 그 동안 강의와 프로젝트에서 적용했던 적지 않은 실무 경험과 지식을 기반으로 각기 표기법에 대한 세부적인 용도와 활용 방법을 현실적인 예제들을 기반으로 설명하기 위해서 노력했으며, 특히나 추가적으로 DMN도 함께 소개함으로써 현업에서 이를 활용하는데 있어서 필요한 완성도 높은 다이어그램 작성 방법에 대해 설명하고 있다고 자부합니다. BPMN과 DMN은 어느 한 순간 나타났다 사라지는 기술적 이슈들이 아니며, 점점 우리들의 일상 생활 중심에 자리잡게 될 것입니다.",S000213350793
"개발자를 위한 생각의 정리, 문서 작성법",카이마이 미즈히로,프리렉,20240517,20000.0,18000,0,,"사양을 설명하거나 오류를 보고할 때 혹은 시스템 제안서를 작성하여 제출할 때, 상대방과 좀처럼 말이 통하지 않아 고생했던 경험이 있지 않나요? IT 개발자란, 사람들에게 복잡한 이야기를 이해하기 쉽게 설명해야 하는 직업입니다. 그러기 위해서는 먼저 자신부터 내용을 가장 잘 이해하고 있어야 합니다. 여기서 필요한 것은 많은 정보를 단순히 기억하는 것이 아니라, 자기만의 방식으로 소화하여 사고를 정리하고 재구성하는 일입니다. Part 1. 많은 생각과 정보를 어떻게 '내 생각과 정보'로 만들지? - 생각/정보 정리의 정의 - 범주와 요점 - 그룹, 패러렐, 시리즈 - 논리적 사고를 통해 생각을 정리하기 Part 2. 내가 작성한 문서를 왜 다들 이해하지 못하는 걸까? - 좋은 보고서가 갖춘 4가지 구조 - 백전백승하는 기획서와 제안서 - 일타강사급 교육 문서 작성법 Part 3. 생각을 좀 더 잘 정리할 노하우가 없을까? 한눈에 이해되도록 문서를 더 잘 만들고 싶어! - 문제와 장애, 원인을 구분하면 설명이 편해진다 - 한눈에 쏙 들어오는 도해 그리기 노하우 - 문서의 양식뿐 아니라, 문장도 '잘 짜는 법'이 있다 복잡한 이야기를 쉽게 설명해야 하는 숙명을 타고난 IT 개발자를 위한 정보 정리 기술과 문서 작성 노하우가 바로 여기에 있습니다.",S000213221976
인공지능을 활용한 사회과학 연구방법,김태용,학지사,20240430,28000.0,25200,0,,"이 책의 독자들은 후에 인공지능이 메가트렌드임이 보다 확실히 증명되고 어쩔 수 없이 받아들여야 하는 상황이 되면 그때 공부를 해 보겠다는 말을 절대 하지 않으리라 믿는다. 어차피 이 바닥의 상황은 계속 변화하기 마련이라, 기술과 시장이 어느 정도 안정된 후에 공부를 시작하겠다는 결심은 그 실현이 가능한 때를 영원히 만날 수 없기 때문이다. 솔직히 말하면, 직접 읽고 직접 고민하고 직접 쓰며 자신의 공부를 하라고 학생들을 가르쳐야 하는 교수가, 쉽게 읽고 고민을 덜 해도 되고 무언가를 빠르게 해치울 수 있는 방법들을 알려 주는 책을 쓰는 것이 과연 잘하는 일인가 의심이 생길 때가 많았다. 고민 끝에 내린 결론은 “불과 칼이 위험하다고 해서, 없이 살라고 가르칠 수는 없다”는 것이다. 책의 5부에 연구자로서 그리고 교육자로서 우려되는 점들을 다각도로 숙고한 후 정리해 넣었으니, 독자들이 꼭 읽고 항상 마음에 두면서 능숙하지만 중심을 놓치지 않는 ‘현명한’ 활용자가 될 수 있기를 바란다. 뒤표지에 적어 넣은 구명조끼와 오리발의 비유 역시 인공지능에 관련된 중요한 메시지들을 압축해서 담은 것이니, 자주 곱씹어 보면 좋겠다.",S000213184420
개발자를 위한 커리어 관리 핸드북,마이클 롭,한빛미디어,20240426,32000.0,28800,0,,"커리어가 어느 시점에 이르면, 코드를 다루는 것보다 중요하고 복잡한 일들이 많다는 사실을 깨닫게 됩니다. 어떤 도구를 사용할지, 직장 내 인간관계를 어떻게 관리할지 같은 일상적인 고민부터 ‘스타트업으로 이직해야 할까?’, ‘관리자가 되어야 할까?’와 같은 굵직한 커리어 선택까지 크고 작은 선택에 직면하게 되죠. 이 책은 저자가 넷스케이프, 볼랜드, 슬랙, 핀터레스트, 애플 등 실리콘밸리의 쟁쟁한 회사에서 얻은 경험과 노하우를 46가지 에피소드에 담아 생생하게 전합니다. 채용 면접부터 이직 신호를 포착하는 것까지 완전한 커리어 라이프사이클을 안내하므로, 커리어에서 스스로 중요하게 여기는 것이 무엇인지 파악하고 성공적인 커리어를 쌓는 방법을 터득할 수 있습니다. 또한 [특별 부록]에 수록된 국내 개발자 10인의 커리어 이야기를 통해 현실적이고 실용적인 노하우도 얻을 수 있습니다.",S000213023182
일 잘하는 팀장,이재호,이지스퍼블리싱,20240420,17000.0,15300,0,,"“갑자기 팀장이 되었어요 ㅠㅠ 뭐부터 해야 하나요?” 《일 잘하는 팀장》은 이 질문에서 시작했습니다. 신임 팀장은 대부분 ‘갑자기’ 팀장 역할을 부여받는 경우가 많습니다. 그럴 때 친절하게 알려 줄 사수가 있으면 좋겠지만, 바쁘게 돌아가는 회사에서 그런 친절을 바라긴 힘듭니다. 아마 이런 고민을 하는 분이라면 이 책을 눈여겨보고 있을 겁니다. 《일 잘하는 팀장》은 신임 팀장에게 필요한 모든 것을 담았습니다. 팀장의 기본 역할부터 팀 관리, 커뮤니케이션 기술에 이르기까지, 실제 경험에서 우러난 실질적인 노하우를 제공합니다. 특히 팀원에게 동기를 부여하고 팀원 간의 갈등을 해결하는 방법, 프로젝트 관리 노하우는 직장 생활에서 정말 유용하게 쓸 수 있습니다. 게임 회사에서 20년 근무한 이재호 저자가 다양한 상황에서 얻은 지혜와 경험을 공유합니다. 국내외를 넘나들며 수많은 프로젝트를 이끌고 팀을 운영했으니 그야말로 최전선에서 활동한 실무 전문가인 셈이죠. 다양한 성공과 실패를 담아낸 이 책은 팀장으로서뿐만 아니라 직장 생활에서의 문제 해결에도 큰 도움을 줄 것입니다. 또한 이런 경험은 신임 팀장뿐만 아니라 미들, 시니어 팀장에게도 도움이 될 거예요. 특히 다른 분야의 팀장은 어떻게 일하는지 궁금한 분에게 “아, 게임 회사에서는 이렇게 일하는구나!”라는 깨달음까지도 얻을 수 있습니다.",S000212844098
개발자 기술 면접 노트,이남희,한빛미디어,20240325,22000.0,19800,0,,"이 책은 저자가 SI 업체에서 빅테크 기업으로 이직한 경험과 쿠팡과 카카오 면접관으로 임하며 쌓은 인사이트를 바탕으로 IT 기업 취업과 이직 전략을 상세하게 다룬다. 지원자가 알고 있으면 도움이 될 지식과 정보를 면접관의 관점에서 카테고리별로 정리하였다. 서류 작성 팁은 물론 실제 면접 질문과 답변 사례를 통해 자연스럽게 필수 알고리즘과 자료구조, 대용량 데이터 처리 기법 등 핵심 개념을 습득할 수 있다. 또한 커리어 관리를 위해 평소에 어떤 학습과 활동을 해야 하는지도 합격 사례를 통해 소개한다. 신입에게는 탄탄한 기본기를, 경력직에게는 지식의 빈 공간을 채워주는 이 책으로 구체적인 취업/이직 전략을 세워보자.",S000212738756
모던 그로스 마케팅,최지연 외,위키북스,20240321,24000.0,21600,0,,"“유니콘의 시대가 저물었다.” (베세머 벤처 파트너스) “스타트업 10년 호황기가 끝났다.” (라이트스피드) “공짜 자본이 있는 무조건적인 성장은 끝났고 투자사는 빠른 성장이 아닌 현금을 창출할 수 있는 수익성 있는 회사를 찾고 있다.” (세쿼이아캐피탈) 급격히 냉각된 시장 환경에서 ‘적자를 보더라도 성장하기만 하면 된다’라는 기존의 덩치 키우기식 그로스 전략은 더 이상 통하지 않는다. 극단적으로 마케팅 비용을 효율화하고, 수익성을 개선하는 방향으로 마케팅 전략을 바꾸지 않으면 신규 투자 유치의 어려움은 물론, 서비스의 생존까지 위태로워진다. 그렇다면 과연 앞으로 이러한 환경에서 살아남기 위해 기업은 어떤 식으로 그로스 마케팅 전략을 세워야 할까? 이 책은 과거의 성장 공식이 더 이상 통하지 않는 시대의 생존형 그로스 마케팅 전략으로 ‘모던 그로스’라는 새로운 프레임을 제시한다.",S000212727834
코파일럿,반병현,생능북스,20240325,19800.0,17820,0,,"생성형 인공지능(AI) 챗GPT가 나온 이후 마이크로소프트(MS)의 ‘코파일럿’ 출시는 요즘 기업에서 화두가 되고 있는 이슈 중의 하나입니다. 코파일럿은 인공지능을 탑재하여 워드, 파워포인트, 엑셀 활용을 반자동화하는 스마트한 솔루션입니다. 이 책은 코파일럿 구매부터 설치, 코파일럿을 어떻게 사용하는지 모든 사용법을 정리했으며, 책을 따라 하면서 쉽게 배울 수 있도록 소개하고 있습니다. 또한, 내가 얻고자 하는 정보가 무엇이든지 엔터키 한 번으로 모든 것을 빠르게 해결할 수 있습니다. 2023년도는 챗GPT의 해였다면, 2024년도는 코파일럿의 해라고도 할 수 있습니다. 이 책을 통해 코파일럿의 새로운 경험을 느끼시고, 학습의 길잡이가 될 수 있기를 기대합니다.",S000212725343
구글 SEO 상위노출 100일 정복,김보경,디지털북스,20240320,25000.0,22500,0,,"구글 SEO만 있으면 누구나 양질의 트래픽을 만들 수 있다고 생각합니다. 유료 광고는 광고를 중단하면 순식간에 사라지지만, 구글에 검색되는 콘텐츠들은 긴 시간 노출됩니다. 정보를 찾아볼 때 광고 영역은 일단 거르고 보시던 경험이 있지 않나요? 이처럼 광고가 아닌 검색엔진에 자연적으로 노출되는 콘텐츠의 영향력은 생각보다 강력합니다. 구글 SEO가 요즘 같은 불경기를 이겨낼 수 있는 가장 효과적인 돌파구임을 이미 많은 마케터들이 경험하고 있지만, 아직까지 구글 검색엔진의 원리를 명확하게 설명하는 사람은 드물었습니다. 저 역시 구글 검색엔진의 본질적인 원리를 알기 위해 수 많은 전문가들을 만나보았지만, 명쾌한 해답을 얻을 수 없었습니다. 그래서 해외 파트너들과의 소통과 독학을 통해 구글 SEO에 대해 배웠고, 저 같은 사람들을 위해 모든 구글을 SEO에 대한 모든 노하우를 이 책에 담았습니다. 오로지 콘텐츠로서 구글 검색엔진에 홈페이지를 노출한다는 것은 많은 노력이 필요합니다. 이 책을 통해서 구글 검색엔진의 구조와 원리를 학습하신다면 경쟁사보다 빠른 시간 내에 더 많은 무료 트래픽을 얻으실 수 있습니다. 불경기를 이겨내는 마케팅, 이제는 오가닉한 ‘구글 SEO’로 도전해 보시기 바랍니다.",S000212668146
인베스트먼트 언리미티드,헬렌 비얼 외,에이콘출판,20240328,22000.0,19800,0,,"""역사는 스스로 반복되는 것 같습니다."" 가상의 금융권 기업인 인베스트먼츠 언리미티드 주식회사(Investments Unlimited Inc, IUI)의 IT 거버넌스(governance)를 둘러싼 여러 가지 이야기를 다루는 책이다. IUI에 소속된 다양한 부문의 담당자들은 한 사건을 해결하고, 자신들이 추구하는 가치를 시장에 올바르고 안전하며 빠르게 제공하기 위해 가지고 있는 모든 자원을 동원한다. 거버넌스는 어렵지만 그중에서도 IT 거버넌스는 특히 어려운데, 무엇보다 IT 거버넌스의 대상인 소프트웨어(사람, 데이터, 브랜드, 제품을 포함해)가 시시각각 변화하기 때문이다. 이 책은 데브옵스를 활용해 IT 거버넌스 분야 중에서도 자동화하기 어렵게 느껴지는 테스팅(Testing), 보안(Security), 감사(Audit), 컴플라이언스(Compliance)를 소프트웨어 개발 사이클에 유연하고 완벽하게 통합하는 방법에 관한 아이디어를 제공한다.",S000212659122
당신도 오늘부터 IT기업 개발자,문영란,라온북,20240314,17500.0,15750,0,,"코로나 팬데믹을 거치며 테스트베드 수준으로 머물던 각종 IT플랫폼은 전 지구적 질병과의 전쟁이라는 특수상황 속에서 본격적으로 상용화됐다. 이에 동반해 IT개발자의 수요 역시 폭증했다. 인문계 전공자의 입지가 점점 좁아졌으며, 이공계, 특히 IT 전공자의 수요가 늘어나는 상황을 맞이해 너도나도 IT기업, 특히 자체적으로 플랫폼을 갖추고 이를 바탕으로 성장한 소위 ‘네카라쿠배당토직야’로 지칭되는 기업들이 취업 준비생들에게 선호되는 현상을 보인다. 하지만 어떻게 해야 그런 대표기업들의 개발자가 될 수 있는지에 대한 정보는 컴퓨터 프로그램을 전공한 학생들에게조차 막막하고 복잡하기 그지없다. 1,000가지 방법도 넘을 거라는 우스갯소리로 대변되는 대한민국의 대입 전형을 뚫어낸 취준생들에게, 이번에는 다시 잘 나가는 개발자가 되기 위해 헤쳐나가야 할 또 다른 미로가 기다리고 있는 셈이다. 하지만 이 책 《당신도 오늘부터 IT기업 개발자》는 그런 취업 준비생들을 위한 ‘현자의 돌’이다. 이 돌을 손에 쥐는 순간 최고 IT기업, 또는 대기업의 IT플랫폼 관련 직무에서 근무하는 당신의 미래가 보일 것이다. 이 책의 〈1장〉 ‘IT취업을 준비하는 100% 성공 전략! 3가지 팁!!’에서는 IT기업 개발자 취업 시장의 가장 큰 축을 이루는 세 가지 분야에서 취업에 성공하기 위한 저자의 노하우를 제시한다. 〈2장〉 ‘IT플랫폼 기업 특징 및 대기업 취업 전략’에서는 흔히 ‘네카라쿠배당토직야’로 비롯되는 IT플랫폼 기업들의 사례, 그리고 자체 IT 직무부서가 존재하는 대기업에 취업할 때 유념할 내용들을 담아냈다. 〈3장〉 ‘직무 파헤치기’는 IT개발자가 되었을 때 하는 일들을 더욱 미시적으로 자세히 설명해 주었으며, 〈4장〉 ‘영란 프로만의 직무별 취업 성공 사례 준비 노하우’에서는 약 3900건 이상의 IT 기업 취업 컨설팅을 통해 얻은 IT기업 취준생 성공 루트가 공개된다. 그리고 〈5장〉 ‘합격생의 포트폴리오 & 자기소개서, 면접 노하우’에서는 실제로 대기업 IT 직무 및 IT플랫폼 기업 취업에 성공한 전공·비전공 취준생의 생생한 면접 후기, 합격 후기를 담았다.",S000212624041
개발자가 영어도 잘해야 하나요?,최희철,길벗,20240220,27000.0,24300,0,,"영어는 개발자에게 개발자 커리어를 성장시킬 수 있는 기회를 주는 동시에 개발 생산성을 향상시키는 도구가 되었다. 급변하는 IT 업계에서 최신 개발 트렌드를 빠르게 따라갈 수 있게 도와 주기도 한다. 이렇듯 이제 영어는 개발만큼 중요해졌다. 개발 역량 향상은 물론 오픈 소스 커뮤니티 참여, 해외 개발자 취업까지 한 단계 더 성장하고 싶을 때 영어는 강력한 무기가 될 것이다. 이 책은 소프트웨어 개발과 관련된 영어 학습을 목표로 하며, 소프트웨어 개발자가 영어를 능숙하게 활용할 수 있도록 돕는 것이 주요 목적이다. 국내 평범한 개발자에서 보스턴의 웹 개발 프리랜서 겸 매사추세츠 주립대의 컴퓨터 공학 석사가 되기까지 저자가 직접 경험하면서 깨달은 영어 학습 방법과 노하우를 담았다. 개발자가 많이 사용하는 어휘와 용어부터 IT분야별 영어 표현과 비즈니스 메일 작성법까지, 지금 당장 써먹을 수 있는 실전 IT 영어를 배워보자.",S000212263991
딱 2달 만에 로맨스 작가로 데뷔시켜 드립니다,로엘,피치에이,20240222,17000.0,15300,0,,"★★★ 텀블벅 펀딩 4,836% 달성의 신화 ★★★ ★★★ 누적 독자 만족도 5점 만점 기록 ★★★ ★★★ 계약률 3배 높이는 ‘투고 자동화’ 체크리스트 수록 ★★★ 톱3 플랫폼 분석부터 조회 수 폭발 키워드와 단계별 연재ㆍ컨택ㆍ투고 필승 포인트까지 “플랫폼이 먼저 찾는 작가? 딱 60일 만에 만들어 드립니다!”",S000212219147
